Gata2,Gata1,Fog1,EKLF,Fli1,SCL,Cebpa,Pu.1,cJun,EgrNab,Gfi1,labels
0.41378075,1.9670728,7.7962255,-8.920474,-8.700645,-9.648916,6.686062,5.459388,7.5458508,10.049107,6.3821034,blobs
0.019369727,3.1610377,1.2543471,0.87871015,-1.6055566,3.0560021,-1.5608788,7.4672146,9.550779,-2.0032074,5.706176,blobs
0.53578365,1.6382357,9.210613,-7.8943553,-8.943952,-9.088072,6.7847567,6.0788965,6.611014,9.076985,6.111534,blobs
-0.13305342,0.89288646,8.413654,-8.866773,-7.8821726,-9.977833,6.1688333,5.057862,7.6035714,9.814103,5.146949,blobs
1.1642338,3.84699,2.4601378,1.4376292,-0.9798205,2.3707619,-1.3220745,8.401366,8.430891,-2.580878,5.1210318,blobs
-0.23881887,1.4385661,8.7856455,-8.507399,-8.192304,-9.482046,6.125532,6.3290114,7.236996,10.305789,5.7061067,blobs
1.8734945,4.317542,3.1712756,0.84517384,-0.8431965,2.0902102,-1.1714336,7.0432234,9.695482,-2.9376035,5.9763856,blobs
1.8778319,2.193616,8.475896,-8.137221,-7.8260603,-9.919401,6.974349,4.842639,6.997594,9.691743,5.7757773,blobs
0.7357565,5.4557457,1.5252596,0.8296888,-0.9584583,2.9667447,-0.95677894,7.6357355,9.458283,-2.984433,6.663566,blobs
1.4204671,4.0455437,2.0136044,0.9631909,-1.966452,2.2512112,-1.0643637,7.141343,7.985654,-2.7492225,6.000047,blobs
1.7235123,3.2687948,2.2683969,1.2361177,-1.8456225,2.7192464,-1.3146961,7.6865644,9.118749,-3.1691716,6.4106665,blobs
0.81910944,0.7029997,7.530125,-8.312745,-8.312076,-9.737224,7.369269,5.278826,6.97532,9.93459,6.2861204,blobs
1.4596398,0.6853675,9.106008,-8.33352,-8.256947,-10.541311,6.8792243,5.376967,7.5158734,8.8655205,5.691146,blobs
0.13692589,4.41127,2.103877,1.4054964,-1.1763834,2.7091436,-1.7970041,8.691612,8.877197,-2.853932,5.292073,blobs
0.9491086,1.1917725,8.336442,-8.264091,-8.041873,-10.020485,6.913466,5.765438,8.22537,9.696978,6.3752503,blobs
0.8721207,4.5017905,1.5087367,0.15203486,-1.3072082,3.001219,-0.93074006,9.027033,9.745495,-2.7875807,6.3930087,blobs
1.8747294,4.2016177,1.8313102,0.7983061,-0.816972,2.435329,-0.9084718,7.6235657,8.974919,-2.0476406,6.328621,blobs
1.2895522,3.5247881,1.8017502,1.3201615,-1.8647009,2.4212015,-0.2272197,7.854519,8.983796,-3.1773548,6.199174,blobs
1.2795434,1.524346,8.665389,-8.701847,-8.665905,-9.820478,6.855649,6.6834817,7.8429637,8.852292,5.484306,blobs
1.8951998,0.5676793,8.610976,-8.688068,-8.650071,-9.257428,7.181004,5.477042,8.004935,9.604396,5.451281,blobs
1.336262,3.752334,2.0044188,0.90730333,-0.6021084,2.810799,-1.4977641,7.8461356,8.813699,-2.2347927,5.6519732,blobs
0.41273278,1.9410212,8.389812,-8.79396,-7.423569,-9.62605,7.046046,5.4084673,6.620924,9.316816,6.325054,blobs
1.5160794,3.8971052,1.3220553,1.1581961,-1.814798,2.988859,-1.40792,8.18123,9.620629,-2.6939683,5.142819,blobs
1.2692536,1.166132,8.918901,-8.876445,-8.285133,-9.197351,6.718987,5.292296,6.967592,9.526103,6.5742226,blobs
0.13215506,4.2475543,1.7890226,1.2201912,-1.0209827,2.5889068,-1.0140631,8.7034,8.939399,-1.4902087,5.408208,blobs
0.78682554,0.33647484,8.01706,-8.7484255,-7.505501,-9.724736,6.575099,4.7352214,7.3534656,9.027327,6.372175,blobs
0.102056615,1.0851029,8.242373,-8.450644,-9.31438,-9.121366,7.268035,5.4190416,8.029342,9.859245,5.494734,blobs
-0.15653454,1.8460522,8.024161,-8.149532,-8.628192,-9.116188,7.601857,4.7656035,7.272762,10.050771,6.123016,blobs
0.7835454,1.0473878,8.438905,-8.442814,-8.806886,-10.974264,7.0304646,5.0717506,7.8556676,9.902574,5.918705,blobs
0.78007555,2.7807157,2.3269234,1.1171851,-1.6366745,2.375864,-1.0723658,8.025078,9.038239,-2.4395354,5.3694224,blobs
-0.093697876,1.7399102,8.220013,-9.091129,-8.637382,-9.831794,6.7067204,5.8973045,6.923653,9.332718,5.3104177,blobs
0.4218738,0.8729307,8.523998,-8.019047,-8.822352,-8.800671,7.141762,6.0302167,6.9928885,9.446746,5.791754,blobs
0.2974777,0.7527392,8.457042,-8.220051,-7.4693174,-9.374698,6.2439666,5.9358873,7.6272573,10.271548,7.0279765,blobs
1.2407928,4.5151014,1.3753772,0.87696326,-1.9058394,2.8928401,-1.6969563,8.491695,8.843769,-2.7806406,5.8717937,blobs
1.2699189,1.1430589,8.145012,-7.9052224,-8.184676,-9.382983,6.608377,4.938898,7.9525414,8.557673,6.482159,blobs
0.6428256,0.47685224,8.350243,-8.605736,-8.549095,-9.773755,7.0031505,5.3137836,6.552157,9.259453,5.715379,blobs
0.9269465,1.7874653,8.209562,-9.283725,-8.747965,-9.513041,6.644074,5.633601,7.037657,9.970237,5.894952,blobs
0.9461263,4.4428277,1.7337912,0.9727213,-0.7330232,2.5962534,-1.8150522,8.333839,9.198873,-2.2831676,5.811944,blobs
-0.11319568,3.9889622,1.7286252,0.93692064,-1.3180038,2.297774,-0.7982287,8.736581,9.169112,-1.543984,5.9339957,blobs
0.87984914,4.2871275,1.2898657,1.0010089,-1.2613828,3.037455,-0.54930764,7.8630457,9.422744,-1.5069176,5.0594935,blobs
1.255311,3.7453125,2.037619,1.0182656,-0.9630122,3.3584478,-0.73176116,7.373504,9.979331,-3.021385,5.5665436,blobs
0.30917564,1.113319,8.817238,-7.846744,-8.115742,-9.593927,6.4223166,5.2092624,7.319248,9.38683,6.592725,blobs
-0.5821582,4.6260133,1.0983962,1.2294445,-1.6039402,3.514688,-1.2973363,7.392153,9.199578,-1.8012664,5.8476243,blobs
0.48142102,1.3383203,8.283134,-8.444928,-7.9867077,-9.315449,6.8841085,6.212038,7.284788,10.428455,6.107385,blobs
-0.004539279,1.9353346,8.651136,-8.953692,-7.858033,-9.741432,7.9674253,5.3110876,7.9447865,9.0688505,6.252671,blobs
0.7263972,1.6065431,8.609053,-8.618066,-7.226501,-10.194604,6.104122,5.6695538,7.35159,9.597823,7.1421123,blobs
1.2743171,0.67238194,9.517554,-8.69703,-7.911522,-9.313438,6.1667256,5.131111,6.3584466,8.996792,5.2419333,blobs
1.2569951,3.6739893,1.8888881,0.7956597,-1.8724139,1.8151296,-1.024321,7.457585,9.93611,-2.5021608,5.563821,blobs
0.92099977,4.813874,1.7092426,1.6658522,-1.3837322,3.222304,-1.7708825,8.441032,9.618164,-1.6802465,5.520457,blobs
0.5428972,2.013733,8.449233,-8.097503,-8.623547,-9.596842,6.5873117,6.0633707,7.106942,9.226505,5.905131,blobs
1.2762635,3.9195957,1.6372025,1.8029546,-1.9204204,2.6254969,-2.1024163,8.650451,9.472255,-2.2122798,6.32207,blobs
1.1548582,1.0604337,8.578402,-9.664266,-8.815694,-9.880316,6.97053,5.1793103,7.7094827,9.663947,6.912847,blobs
1.457441,4.6892056,2.1768515,1.0928462,-0.73263866,2.662419,-0.86089164,6.931388,9.478922,-2.5727944,5.8357863,blobs
0.7062641,1.2101784,7.4952893,-8.517757,-8.150551,-10.0494,6.828743,5.691314,7.1298547,9.51053,6.4016833,blobs
0.53842914,4.610778,1.7670403,0.87485653,-1.3409263,2.6959023,-1.039154,6.992596,9.331993,-2.3486457,4.811304,blobs
0.15224698,4.453144,2.5105903,0.8827356,-1.5859894,2.8465383,-1.862074,7.8545237,9.529614,-2.29687,5.698363,blobs
0.77998644,3.7576783,2.4045928,1.1584762,-1.2784574,2.5853615,-0.88247997,7.995285,9.068328,-2.5578384,6.2808547,blobs
0.21625043,4.5127144,2.035258,0.26777,-1.5125937,3.5891933,-1.6182237,8.493029,9.1115265,-2.2322555,5.883376,blobs
1.1526784,4.2274003,1.4059242,1.5357013,-0.864397,3.0205486,-1.2256888,9.005273,9.135038,-2.460958,6.0167413,blobs
1.6443876,4.974964,2.154194,1.1987454,-1.0902675,3.9049323,-1.0093515,7.805391,8.840171,-2.1785092,6.3465834,blobs
0.39759246,4.147641,1.976434,2.0260253,-1.8792541,3.3895125,-0.8746616,7.2409873,9.659882,-2.92311,4.5049148,blobs
0.31831637,4.072995,2.0211468,1.754335,-1.8992814,2.504663,-1.297482,7.5037208,9.836574,-2.8711355,5.2607665,blobs
0.8662322,4.958122,2.0423682,1.4702947,-1.3536568,3.3049626,-1.6354853,7.8879137,9.340212,-2.6374824,5.4230866,blobs
1.6770318,4.383004,1.4843168,0.24217847,-2.2933645,2.0618973,-1.2251883,7.3562727,9.232849,-2.683099,5.4491086,blobs
0.6523816,1.9125531,8.416908,-8.785411,-8.168104,-9.204791,6.3900766,4.8725867,7.872981,8.891521,6.250665,blobs
0.8181993,4.132645,1.8531203,0.8660987,-1.9375366,2.4610543,-0.33934256,7.6684284,9.727084,-2.749555,6.640865,blobs
1.4107733,4.395878,1.8844285,0.9098091,-0.886998,2.474899,-1.0478129,7.8306313,8.374673,-2.7322962,5.9311075,blobs
1.0086981,3.6639428,1.7625519,0.76684093,-1.6180264,2.816434,-1.3031971,7.9422,8.668968,-2.4521794,6.5936313,blobs
0.60574234,4.3337917,2.6255116,0.984076,-1.7344048,2.491318,-1.9633234,8.501863,8.38491,-2.798561,4.6779,blobs
0.73644745,1.0577656,8.817462,-9.0394335,-7.5026593,-9.2674,6.6853223,5.12632,6.871366,9.123749,5.26707,blobs
2.376124,4.140899,1.4790597,1.3417797,-1.7077402,3.994742,-0.8245516,7.7361,10.060908,-1.906612,5.220053,blobs
0.48262674,4.10317,1.6552262,0.3760989,-1.9554431,3.2566133,-1.2223456,7.3958797,9.157704,-3.1505733,5.4678445,blobs
-0.064549394,1.0804261,7.5562243,-8.160333,-7.749555,-9.047976,6.452355,5.730314,7.5934033,10.330701,5.026937,blobs
0.48802918,1.9827702,9.368217,-8.703781,-8.391734,-9.549113,6.633616,4.2331243,6.9247866,9.712687,6.1300116,blobs
1.272373,3.8203218,1.1894019,0.8726099,-1.3110871,3.2063496,-0.8390789,6.65864,8.770683,-2.2778435,6.5940022,blobs
1.5405672,4.551788,2.4409704,1.4123831,-1.9812857,2.7057235,-0.8169578,6.5076504,10.02992,-2.0546036,5.811649,blobs
0.29214752,5.0844274,1.5851324,0.5676923,-1.4203954,3.217567,-1.3764142,8.065857,9.0727625,-2.816755,6.5476594,blobs
0.8351721,3.7246857,1.2455876,0.6421434,-0.65658927,2.7711396,-0.789645,7.8069386,9.711618,-3.2446253,5.6329064,blobs
1.6708428,5.3108172,1.9018847,0.69451207,-1.9589266,2.8460925,-1.4392685,8.015212,9.200972,-2.5119693,6.366793,blobs
1.1591945,4.9527,2.295825,2.2773411,-1.564238,3.0472405,-1.1104554,8.552984,9.526875,-2.3892844,5.3607564,blobs
0.90738046,3.8252137,1.3810554,0.6968849,-1.761142,3.1743004,-1.411415,8.136814,8.97593,-2.4591484,5.6604776,blobs
1.2389954,1.1065536,8.776153,-8.166671,-8.93163,-10.374694,6.217464,5.514216,6.5589924,9.9004965,6.2792873,blobs
0.27893025,4.4903746,2.5966036,0.8228689,-0.990586,2.3485982,-1.6925784,7.767555,9.78436,-2.5398843,5.607724,blobs
0.6596457,0.9543327,8.209255,-9.243041,-8.5795,-8.641191,6.370624,6.104371,6.4242873,10.792974,5.974529,blobs
1.1001431,2.1775658,7.9562435,-7.505596,-7.494261,-8.883895,6.259564,5.282009,6.431064,9.667947,5.78637,blobs
1.9568835,4.267668,2.2108297,0.3584831,-0.99610394,2.3254385,-2.1508815,8.250653,9.012407,-1.942366,6.038538,blobs
1.0985752,3.9138258,2.0998056,0.8330869,-1.3945346,2.0869582,-0.97286147,8.133172,9.495682,-2.333051,4.931533,blobs
1.2481135,1.5319287,9.047247,-7.7097464,-7.604111,-9.370824,6.4468718,5.9377847,7.5058117,9.442041,5.725572,blobs
1.1176093,3.7575169,2.1173267,1.816204,-1.5226265,2.4093742,-2.174427,7.4787965,8.39214,-1.915911,6.2250843,blobs
1.4443239,4.7083774,1.4562211,1.1009922,-0.9260551,2.9915996,-1.7369882,8.275155,9.590967,-2.0598643,6.19247,blobs
1.2603679,0.9254218,9.008883,-8.251143,-7.8126574,-8.825166,5.91944,5.528341,8.373268,10.060557,6.0717506,blobs
1.6643964,1.3265258,8.396273,-8.815452,-8.456758,-9.204492,5.610397,4.9705257,8.100632,9.184485,5.4193807,blobs
0.16126876,2.9439476,1.5069666,0.9059094,-2.137792,2.5915015,-1.9777261,7.920399,9.318668,-2.571866,6.5330334,blobs
0.23113738,5.051857,1.569066,1.5707742,-1.7606506,2.4866357,-0.9369962,7.519864,9.557485,-2.4975755,6.074713,blobs
1.6637521,3.6376815,1.0709552,0.5676355,-1.4389945,3.1672275,-0.7242697,7.9775996,10.144589,-2.4424725,5.377961,blobs
1.8463554,1.4511532,8.111625,-8.039369,-9.348847,-9.451477,6.463029,6.2046256,7.423419,9.194745,6.0527525,blobs
1.1415365,4.23115,1.6770208,1.0484207,-1.0073558,3.15743,-1.6373476,8.703848,8.549966,-3.1225123,6.3147793,blobs
1.4963132,4.3861094,2.4978614,1.634546,-1.332357,3.5034027,-1.4115362,7.831355,9.011946,-1.8096808,6.0415463,blobs
0.2348284,3.6490812,2.4641984,1.0167638,-1.474288,2.8720527,-1.232622,7.789404,9.950976,-2.5302436,5.753814,blobs
-0.08125793,5.00647,2.8642948,0.4854591,-1.3156139,3.1916225,-1.655153,7.1109014,8.614396,-2.0606656,5.791943,blobs
1.2944509,1.1690356,8.630679,-8.845656,-8.493004,-9.765675,5.920794,6.1324344,7.3977304,10.058161,6.1343417,blobs
0.0341703,0.9172203,8.04178,-7.6182194,-8.670763,-10.356814,7.113409,5.9996166,7.349968,10.042595,6.1206403,blobs
1.4366995,4.463151,2.4836829,0.5721509,-2.0440254,3.2586796,-1.6499606,7.490685,9.045489,-2.3224301,5.6575036,blobs
0.7471555,3.7346253,2.1198485,0.92967576,-1.1743635,3.193619,-1.6545138,7.947934,9.109105,-2.876686,5.771073,blobs
0.5561723,1.3728796,8.595645,-8.770293,-8.273721,-10.236457,6.507534,5.2657876,7.4217715,9.759842,5.9892306,blobs
0.7852656,4.191658,1.9041426,0.7100901,-2.140002,3.0095518,-0.41278425,7.8073936,9.272563,-2.6748192,5.7757635,blobs
0.52991873,0.9126878,9.2055235,-8.080583,-7.96918,-9.375631,6.890132,5.0713463,7.119246,8.751865,6.1293125,blobs
0.997073,1.0326064,9.426237,-8.289828,-9.416306,-9.888559,6.4822083,6.423732,7.3800607,9.572081,6.4750338,blobs
0.52837604,1.2598952,7.78752,-9.436361,-8.282235,-10.24533,6.9650745,5.1672754,7.1087713,8.796026,7.038248,blobs
1.0752537,4.844755,1.3327974,0.29239216,-1.9212387,3.4652014,-1.1308451,8.901537,9.741478,-2.3487172,6.4670396,blobs
1.2296046,3.9926746,1.2938834,1.1761457,-2.4459925,3.244401,-1.3424803,7.2475424,9.416883,-2.3326077,5.816202,blobs
1.3607063,0.9986487,8.110474,-8.590613,-9.019611,-9.610699,6.620033,5.9255095,8.107548,9.857289,6.3539467,blobs
0.49307573,1.1309065,8.9402,-7.7659183,-8.719648,-9.673629,6.864896,5.1733594,6.3419747,9.464835,5.431126,blobs
0.25846705,1.133661,9.312274,-7.630225,-7.6098027,-9.934157,6.63524,5.5843554,7.4299264,9.628631,6.0692477,blobs
0.43772054,4.0914555,1.6402853,1.6032497,-1.1340021,2.8891475,-1.4438643,8.305919,9.475857,-2.0821433,5.8214045,blobs
1.3258382,4.1544075,1.5041524,0.885389,-1.9448321,2.4468355,-1.2998621,7.309765,9.39658,-2.0271733,5.414685,blobs
-0.55606526,1.5322182,8.462949,-8.699401,-8.305566,-10.692825,6.999535,5.577696,8.6267605,9.931764,6.089867,blobs
0.5028999,4.8779626,1.5998423,1.599086,-1.3589816,3.0774415,-1.0946233,7.016248,8.385061,-2.2233932,6.1185045,blobs
0.880068,3.6975296,2.0149682,1.6943004,-1.2425429,2.8606389,-1.1224407,7.230032,9.076388,-2.2885432,5.8842115,blobs
1.6623753,1.6546323,7.9612107,-8.255467,-8.689717,-9.755209,6.7213526,6.186798,7.4528236,9.8716955,6.0164332,blobs
0.88223475,0.68611807,8.075274,-7.898758,-7.5470867,-9.380445,6.176401,6.164519,7.440206,8.987236,6.2929425,blobs
0.18888731,0.7677069,8.232747,-8.947268,-8.770009,-9.677577,7.27792,5.404508,6.939772,9.303455,5.8709927,blobs
-0.0212908,1.8949587,8.781425,-8.43697,-8.21614,-8.892531,5.3622174,5.419136,6.6731677,9.693574,6.5950704,blobs
0.086101,1.3409712,8.1569395,-8.453327,-7.7523885,-9.96913,6.538827,5.984369,7.3988204,9.601027,5.587594,blobs
0.3230093,3.8170993,2.1748111,0.59371996,-1.9935621,2.9006448,-1.2119168,7.732543,9.084482,-1.9038483,6.0057144,blobs
0.86320883,5.2666903,3.031148,1.5176339,-1.0576115,2.4082568,-0.99197465,7.655902,8.743969,-2.5856726,5.8923335,blobs
1.970636,4.862429,1.2733152,0.90697736,-0.99974155,2.9331555,-1.2666975,8.470343,8.918328,-2.3224118,5.9963136,blobs
0.7189411,1.191831,8.460668,-8.791719,-8.923562,-8.65043,6.4972415,5.6155124,6.8955426,9.053933,6.1894703,blobs
1.1676363,4.2866664,2.603441,0.7805558,-1.7006294,2.627248,-2.064573,7.051576,8.683677,-1.6804556,6.2821307,blobs
0.95263124,4.6358595,1.6629238,0.72987336,-0.5788129,2.5179892,-1.3890435,7.5407667,9.4956455,-1.8199735,5.585395,blobs
0.17083088,4.2859035,3.2456403,1.062952,-1.0522808,2.166684,-2.1370893,7.5691085,9.81863,-2.5042944,5.4371824,blobs
0.8773764,3.8848991,2.5098617,0.9380236,-2.0454187,2.3614292,-1.2005498,9.004165,9.076845,-2.4993064,6.5963864,blobs
0.40676597,3.6965866,2.4907484,0.45867836,-0.87882906,3.226112,-0.9799575,8.037807,9.36898,-1.8909141,5.6074605,blobs
0.071738616,1.4727575,9.478813,-7.9543386,-8.013206,-9.84259,5.948641,5.46362,6.9457493,9.394412,6.5344853,blobs
1.0407616,4.8734875,1.4378546,1.0988345,-1.8693091,2.4824836,-1.5376806,7.6796837,9.301338,-2.9137444,6.284914,blobs
0.3461046,0.788014,8.502558,-8.309921,-8.12998,-9.64142,7.1866364,6.105742,6.980539,9.481882,5.786956,blobs
0.8893051,2.8984532,1.9799407,0.6571416,-1.6442512,3.3677478,-2.037521,7.9574385,10.058407,-2.6441412,6.070665,blobs
0.07160543,1.4833838,9.718106,-8.807887,-8.098714,-8.842849,7.033249,5.7790775,6.8933983,8.933573,6.0098877,blobs
0.5067793,4.812298,2.7667592,1.0957069,-1.8226054,3.4800918,-0.8705579,8.269164,8.945024,-3.748447,6.892896,blobs
0.84109443,1.7998533,9.06382,-8.684382,-8.479515,-9.222225,6.3336773,5.9990144,7.587493,10.14988,6.318367,blobs
0.65263426,1.7552059,9.108838,-8.8381405,-8.146176,-9.323455,6.977002,5.2895336,8.256605,9.228719,6.337107,blobs
0.24688625,0.9874331,8.509512,-7.705445,-7.728435,-9.293021,6.077094,6.8403597,7.8371086,8.397948,6.1829085,blobs
1.153649,4.612231,2.0595815,1.1611657,-1.3000131,2.003012,-1.2297529,8.219411,9.568195,-2.513099,5.4316874,blobs
0.85653794,2.135306,7.6600976,-8.50585,-7.4687166,-9.206071,7.735368,5.315011,7.942848,9.931587,6.0084653,blobs
0.6806902,4.845083,2.2392693,1.082108,-1.6700631,2.7255232,-0.9677543,8.224177,9.280828,-1.7603457,6.471578,blobs
0.92593443,1.7019919,8.506326,-7.9068985,-8.673161,-9.799618,5.9869947,5.7394342,7.1313004,9.769089,6.1264305,blobs
1.2093533,4.118666,1.8283654,1.099296,-1.9859064,3.0441306,-0.8380949,8.515434,9.228065,-1.647371,6.3517056,blobs
0.39131424,1.4314096,8.041025,-8.9306965,-8.946833,-8.133007,6.938273,5.5401974,6.871711,8.66002,6.1040406,blobs
0.78260666,4.152636,1.5309911,0.18765469,-2.3800392,3.89327,-1.5030819,7.6164227,8.646857,-1.9424244,5.0275517,blobs
0.6162998,3.857,1.9772556,1.4222102,0.058583375,3.0126321,-1.9224623,8.467952,9.122863,-2.661474,5.9394255,blobs
0.68408245,4.486583,1.2213776,1.1916826,-0.748399,3.359896,-2.258026,7.3433557,9.179358,-2.087701,5.7811747,blobs
1.0340394,1.9807205,8.225249,-8.366834,-8.393044,-9.937416,5.883678,5.512448,7.773576,10.036958,6.0978804,blobs
0.76165813,3.1726656,1.393901,0.67352223,-1.7177715,2.841485,-1.748636,7.0375714,9.208143,-2.4258785,5.4307237,blobs
0.7163044,0.9047357,7.780111,-8.178724,-8.996212,-8.615489,6.798396,5.6205864,7.5948906,9.341442,6.3441815,blobs
1.0223466,1.6330781,8.148672,-8.922752,-8.089459,-9.351384,7.1131573,5.5083184,8.324226,8.90979,6.9482393,blobs
0.49282807,1.4752305,8.076881,-7.918169,-8.166661,-10.815336,6.4786906,5.1096425,7.894318,9.275167,5.644325,blobs
1.0807235,0.8910709,7.321058,-8.341765,-8.054458,-9.83416,6.737696,5.0392447,6.347144,8.725911,6.0043516,blobs
0.9719446,1.2115198,9.064758,-8.125378,-8.440488,-9.230585,6.5877266,5.60961,7.9371724,10.791709,5.2850637,blobs
0.6421593,1.4227837,7.7055893,-8.664232,-7.3980184,-9.197994,6.371304,5.66011,8.030396,9.738678,7.2311687,blobs
0.36823177,4.374123,1.6834314,0.81815755,-1.4068755,2.967962,-1.4858433,8.471937,8.42519,-1.9660778,4.9057593,blobs
0.8076297,1.3743305,7.969081,-8.892723,-7.5579357,-8.943738,6.7810144,6.0728774,8.221647,9.351504,6.075329,blobs
0.17478055,1.2024353,7.7185,-8.184936,-8.188802,-9.988222,5.8991117,5.27493,6.8465986,9.640008,5.4567823,blobs
0.25376213,1.3645041,8.729894,-9.023205,-7.024716,-9.888911,7.046139,5.5245256,7.445576,9.659433,5.625699,blobs
0.06851534,1.4282222,8.44158,-8.709767,-7.84889,-9.558755,6.9515033,5.637965,8.760285,8.765475,6.744674,blobs
1.0984918,5.00446,1.8500767,1.1621355,-1.4038302,3.349642,-1.6506326,9.008783,8.633675,-2.513945,6.303547,blobs
1.2447641,4.096885,1.5068051,0.4339822,-1.0827346,2.6555114,-1.9408946,7.886549,9.525753,-1.6666893,5.9434524,blobs
0.14392106,4.5189767,2.0339665,1.0918081,-0.96891576,2.4576132,-2.0583928,8.388556,8.774013,-2.6742795,5.936811,blobs
0.504047,4.0987625,2.0467572,1.0872395,-0.39724955,2.8967538,-1.7262282,7.662469,9.041457,-2.0904288,5.064102,blobs
0.74517053,1.4398394,9.412655,-8.738651,-8.640547,-8.863056,6.629967,6.115784,7.5994816,8.696157,6.123683,blobs
1.0259973,4.417484,1.5468982,0.840276,-1.3725284,2.2325022,-0.81542933,8.376148,8.957567,-2.4518385,5.395406,blobs
0.7735029,2.026305,8.017511,-8.79493,-9.125938,-10.19086,6.50684,5.352832,8.288919,9.62639,5.850621,blobs
0.15166159,5.0030684,1.8563114,1.2889531,-2.388518,3.816652,-1.4266915,8.108289,9.348664,-2.458905,6.677397,blobs
0.7913695,4.7900553,3.1222017,1.1008714,-1.6234924,3.2957523,-1.5178221,7.4606147,9.2896595,-3.622568,5.2575254,blobs
0.12567355,1.4631004,7.9472523,-8.042964,-8.548558,-8.976723,6.797081,5.060843,6.883977,9.121831,5.7257323,blobs
0.88719416,1.3095155,9.126023,-9.296239,-8.638107,-10.152086,6.3057513,5.0734925,7.6474347,9.246866,5.964965,blobs
1.4561377,1.6849115,8.320913,-8.8145685,-8.163929,-10.123398,6.950203,4.875484,7.711748,9.490069,6.190478,blobs
-0.3639244,1.3804265,8.43754,-8.757366,-8.9581,-9.2856865,5.816615,5.824141,7.3488727,9.30287,5.3439784,blobs
0.98774993,4.2982144,2.061017,0.47882465,-1.8224956,2.584022,-1.0847745,8.000478,10.386228,-1.6456751,5.5795794,blobs
1.384006,4.509088,2.2957525,0.5799484,-1.1004891,3.2526634,-0.7460462,7.472277,9.187026,-2.0144026,5.530093,blobs
0.44226784,1.4018013,8.44695,-7.4472494,-8.342167,-9.173019,7.8790116,5.776011,8.324041,9.621094,6.3815246,blobs
0.27614197,4.3911276,1.2288657,1.4306271,-1.4949559,2.1142223,-1.7312328,7.4733043,8.886659,-3.076136,5.3971696,blobs
0.9583987,4.471795,2.4985132,0.76159775,-1.3845087,2.7631934,-1.2625202,7.6730947,9.008821,-2.2443137,6.1177735,blobs
0.6842129,1.5176519,8.795846,-7.737949,-8.515557,-9.69856,6.259424,5.2526927,7.0390906,9.212698,5.002737,blobs
0.5081294,1.2404228,9.028985,-8.725509,-8.674589,-9.650011,7.5062537,5.4127917,7.708129,9.433311,5.844798,blobs
1.1377523,0.8839607,8.087126,-9.070229,-8.938952,-9.981932,6.5105844,4.399333,6.177629,9.214435,6.4248695,blobs
1.9601349,4.527629,1.7241718,0.10886013,-1.6971841,2.2662723,-1.0148804,7.9160132,9.433271,-1.2915813,5.380768,blobs
0.6245538,0.855905,8.720459,-8.362675,-8.357446,-9.836595,6.678735,5.858351,7.609987,10.291394,5.8785877,blobs
0.5622867,1.2940936,7.591197,-8.745068,-8.604069,-9.725888,7.712878,5.14699,8.119213,10.152676,6.32492,blobs
1.0161898,1.3467716,7.993232,-7.9045134,-8.697319,-8.488222,6.475629,5.594877,7.403466,9.777491,5.6943336,blobs
1.1325871,4.2070556,2.6759171,0.81971467,-1.8964887,2.888519,-1.7235148,7.6034617,9.184632,-2.5209467,5.9341993,blobs
0.78510135,1.5157531,8.143205,-9.347739,-8.538542,-10.395388,7.064592,6.808878,7.9061704,9.431747,5.9915247,blobs
