Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,labels
-1.6702763,-14,2.080863,-0.58804256,-14,-2.7323394,1.2746112,0.28613582,-2.2616558,3.4979246,1.022898,-0.23637135,-14,-14,-14,-3.1923635,-0.01388217,-14,-14,-14,-14,-14,2.4144692,-1.8271524,-1.421589,-3.5839918,-2.2133992,-14,-0.96203244,-14,-1.9359131,-14,-5.700543,-1.65258,-14,-14,-3.227409,-3.9760065,-1.853976,0.79534507,-5.1655135,-14,HF
-1.6796719,-14,3.1070309,-2.0594223,-3.775753,-2.6817632,2.103164,-3.0927653,-2.7100582,2.2999554,0.5374404,-0.005527995,-2.2150393,-14,-0.74407953,-0.080779895,-2.6502886,-14,-3.5657604,-14,-2.496537,-1.9906542,-0.7776042,-1.2403697,-0.7552739,-4.435046,0.44611397,-14,-5.0386386,-6.895606,1.1937108,-3.9816856,-8.179709,-1.7695915,-4.810578,0.8513831,-2.538892,-14,-3.5402005,-0.024345025,-6.721326,-14,HF
-14,0.6250227,-14,-2.9287775,-14,-14,-1.0263722,-4.3248672,-14,-14,0.40952045,2.4209886,-14,-2.9066126,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-2.8235354,-14,-14,-4.2783856,-14,-14,-14,-0.82497686,-14,-3.618266,-14,-14,-14,-1.9615848,HF
-1.1768527,-14,2.2526014,-0.70025545,-4.3817797,-1.7423698,2.1923027,-1.596553,-2.4282093,4.2117367,0.7148742,0.33780956,-14,-14,-6.3667803,-4.762859,-4.2625556,-14,-1.8956442,-14,-2.3972604,-4.34388,1.6733387,-1.4439312,-2.0144255,-3.4945982,-1.2349753,-14,-3.1221583,-14,-2.5672255,-4.490278,-6.053918,-1.2315682,-14,-2.452829,-4.1107917,-14,-1.9433762,0.36627436,-5.689957,-14,HF
-1.6447691,-14,3.176641,-0.4745848,-2.5171454,-0.33107793,2.164352,-2.9153166,-2.350218,4.2038245,0.06380529,-1.1257875,-14,-14,-14,-3.230921,-1.1885334,-14,-6.568972,-14,-4.8160887,-14,1.9100852,-2.4047186,-1.5766175,-14,-0.2474213,-14,0.26773062,-14,-14,-14,-3.5451307,-0.12821475,-14,-3.8225236,-6.286809,-2.257252,-0.37545806,0.01529167,-5.7115345,-14,HF
-3.913969,-14,4.344825,0.5986378,-2.6331508,-0.9327393,2.7095366,-3.4188802,-2.1766958,3.435472,-0.15089712,-1.3192931,-14,-14,-4.909081,-14,-14,-14,-1.9394077,-14,-14,-2.3933332,2.1767368,0.17473145,-3.2070694,-14,0.73361266,-3.8341281,-0.20319065,-14,-14,-14,-4.0222354,0.58816856,-3.7656338,-2.8176258,-3.9025166,-0.9448809,-1.367161,0.15825462,-7.792778,-14,HF
-14,-0.34868616,-14,-14,-14,-14,-1.6421065,-14,-14,-14,-0.022423295,2.1065624,-14,-14,-3.5768926,-14,-14,-14,-14,-14,-14,-14,-14,-14,-2.4815784,-14,-14,-14,-3.069111,-14,-3.768586,-14,-14,-14,-14,-2.455203,-14,-14,-4.706584,-14,-14,-2.4987776,HF
-3.5174866,-14,1.3704382,-0.70176923,-14,-1.8281566,0.79921293,0.32664868,-2.0761619,3.179517,0.15263872,-1.9518974,-14,-14,-14,-14,-3.8777432,-14,-14,-14,-3.9354157,-4.6011868,1.9756314,-1.7583637,-0.62821305,-14,-2.5847197,-14,-0.15444161,-14,-14,-14,-3.5233774,-0.8870843,-14,-3.5558345,-5.1212163,-14,-2.6897242,0.39595473,-5.1007347,-14,HF
-1.7523103,-14,4.7637777,0.16701126,-1.479167,-0.71449125,1.8951906,-2.3081706,-2.0212486,3.5133822,0.8192243,-0.61392295,-14,-14,-4.141825,-14,-1.9911573,-14,-1.8937161,-14,-3.171434,-3.151729,2.0764523,0.09762013,0.43184012,-14,-0.096877165,-14,-0.28049016,-6.401538,-2.7674007,-14,-3.037436,0.45501307,-14,-0.842871,-2.5576594,-2.6544437,-1.1585356,-1.0841663,-5.836306,-3.9474907,HF
-2.694364,-14,1.1578554,-1.3215408,-1.9668032,-0.3788365,0.6490421,-14,-4.7938495,1.809784,1.3384522,0.308063,-14,-3.3279636,-14,-14,-2.8911655,-14,-2.3992534,-14,-14,-14,1.3707876,0.082571335,-2.5873184,-14,-1.1216433,-2.6155968,-2.7863898,-14,-14,-6.641165,-5.5633903,-1.2218554,-14,-2.1827526,-14,-14,-0.9692698,-0.6391752,-5.8303657,-14,HF
-3.9595678,-14,3.1244707,-0.20449692,-2.4511364,-1.2113642,2.6484437,-2.3652122,-4.424362,2.2209368,-1.0750312,-1.319423,-14,-5.342358,-3.7589426,-4.100562,-3.4724011,-9.169269,-14,-14,-3.805672,-3.8760653,0.74369264,-2.3687673,-1.001526,-6.898839,-0.115354836,-14,-2.7359705,-14,-14,-14,-6.20224,-0.8509103,-4.2251687,-1.9180915,-4.2253346,-14,-4.457503,-1.7997682,-7.949476,-14,HF
-1.8404434,-14,3.8504243,-1.1281368,-0.88805586,-2.118497,2.4183838,-1.6726588,-2.2108624,2.9517589,0.58298415,-0.6636874,-14,-3.1892276,-0.88448644,-14,-2.1864367,-14,-2.2036712,-14,-2.255936,-1.7240223,0.6404488,0.07065599,-2.7849317,-4.518357,1.443645,-14,-0.72640854,-14,0.6428738,-5.6640887,-14,-0.35340774,-2.740413,1.0293604,-1.8624856,-14,-1.4753165,-0.8163246,-8.98278,-14,HF
-3.2125545,-14,3.757927,1.0464529,-4.305141,-1.1501601,1.5857658,-2.7054236,-2.3831208,3.4429603,-0.22081195,-0.94498116,-14,-14,-14,-3.4937356,-14,-14,-1.0770463,-14,-14,-3.0774436,1.8838527,-0.7449061,-0.7528216,-3.4892113,-0.47413048,-14,-0.9682411,-14,-14,-14,-5.307512,-2.8967383,-14,-14,-14,-14,-1.8672246,-0.5669376,-6.519622,-14,HF
-14,-1.4392868,-14,-14,-14,-14,-1.1553496,-14,-14,-14,-1.9528068,0.49970916,-14,-14,-14,-2.6915693,-14,-14,-14,-14,-14,-14,-14,-3.911884,-14,-14,-14,-14,-14,-14,-3.8028338,-14,-14,-14,-14,-2.7161214,-14,-14,-14,-14,-14,-3.3746467,HF
-3.0543523,-14,3.6587853,0.38045153,-0.5911694,-0.5582199,2.5340772,-1.4631422,-1.3274251,3.8671455,0.8284522,-0.563707,-14,-14,-14,-14,-0.4391344,-14,-14,-14,-14,-14,2.1030748,-1.6447281,-0.83579445,-3.247989,0.855353,-4.49283,-1.1385723,-14,-14,-14,-4.817961,0.022538206,-3.7811182,-4.1175914,-14,-3.205747,-1.1968155,0.14872092,-5.9727063,-14,HF
-2.0795968,-14,4.258018,0.11933843,-1.1225675,-1.1341785,1.4241859,-3.6428144,-3.6189258,3.7752366,-0.0398683,-1.1951154,-4.698864,-14,-14,-14,-2.910527,-14,-3.9967854,-14,-4.641466,-2.5779939,1.7561736,-0.6220927,-0.81210804,-14,0.13413955,-2.7149844,0.10642818,-14,-4.9694705,-14,-4.2158594,0.08014306,-3.407608,-2.3307524,-3.3019915,-3.6721427,-1.9272006,-0.8023178,-14,-14,HF
-2.2311728,-14,4.1947055,-1.3067048,-2.085137,-3.8370392,1.4989653,-3.1321821,-1.7411355,2.0100696,-1.0035808,-1.1483382,-5.860072,-14,-0.5722022,0.7942414,-1.9329771,-14,-14,-14,-5.701958,-2.6520536,0.26649943,-0.7781395,-1.4396914,-5.65174,1.2246933,-14,-1.8774244,-6.119627,0.4613788,-2.5480871,-6.5627923,-0.5262682,-2.2867196,0.2839397,-1.3068725,-14,-2.461256,-0.1518656,-14,-14,HF
-3.3661652,-14,1.9955611,0.40775976,-14,-2.1235332,-0.5408947,0.21574141,-2.4736495,3.4908588,0.9216123,-1.6808853,-14,-14,-14,-14,-0.22550003,-14,-3.3142064,-14,-4.615412,-14,2.7928553,-2.1406984,-1.3208166,-3.6773527,-0.9024838,-14,-4.0060463,-14,-14,-14,-4.8897333,-2.7203047,-14,-14,-14,-3.7871947,-0.3105623,1.872346,-4.9287505,-14,HF
-2.4366548,-14,3.7056777,0.09298641,-14,-0.4864723,1.6686733,-3.007737,-3.0081618,3.3000596,-0.28647095,-1.2020593,-14,-14,-14,-14,-14,-14,-2.757897,-14,-3.3882034,-4.4136896,1.759091,-1.0648139,-1.4683626,-14,-0.47966462,-14,-2.4787154,-14,-2.26764,-4.665107,-4.159054,0.45205548,-3.6299217,-1.1044046,-14,-2.3696818,-2.4697368,-1.8312014,-14,-3.8942606,HF
-14,-14,0.4980055,-0.5452208,-3.6024053,-0.76914775,2.0220642,0.4153692,-1.7129072,3.0481532,-1.106915,-1.101988,-14,-14,-14,-4.3700643,-0.29831997,-14,-1.7423906,-14,-14,-4.4771137,2.371442,-2.3280447,-4.1613803,-3.5934057,-14,-4.8138437,-0.59268934,-5.6593366,-14,-14,-3.3381798,-1.7213129,-14,-4.519232,-14,-14,-1.9888554,0.8497488,-5.9372706,-4.709795,HF
-1.9616566,-14,2.8769565,0.549503,-1.743116,-1.0472236,2.6446407,-4.0571203,-4.1387424,2.7428267,0.975449,0.10964776,-14,-4.4460588,-4.224902,-4.056939,0.16224805,-14,-14,-14,-2.2670732,-14,1.6238999,-1.2466071,-1.0572504,-5.198018,-0.67620236,-14,0.22562344,-14,-5.2279468,-5.9909153,-4.2693186,-0.34720916,-14,0.031744637,-1.8800197,-14,-2.8363945,0.98008794,-14,-14,HF
-2.6433768,-14,3.6559184,-0.08772398,-0.9437733,-0.14900678,1.7566332,-2.3829687,-3.176143,3.7388308,0.03492184,-0.4890905,-14,-14,-5.0607896,-14,-1.2384018,-14,-2.397694,-14,-3.2100394,-2.6359637,2.1759093,-0.82054883,-1.2655804,-14,0.8120332,-2.9984112,-0.17065983,-14,-14,-6.0886707,-5.32727,-0.5160665,-14,-1.6195966,-14,-1.5040803,-1.5136077,0.21500482,-5.655912,-14,HF
-3.716651,-14,3.9166064,0.29333693,-0.5532723,-0.53906995,1.5446719,-4.3698587,-1.5142316,3.8186896,-0.18663587,-1.1270926,-14,-14,-14,-14,-0.9186543,-14,-2.696903,-14,-14,-2.7988484,1.2106454,-1.435811,-0.8559741,-14,-1.4382833,-14,-1.1974641,-14,-14,-14,-5.59887,-1.7046818,-14,-3.2229369,-14,-3.5813293,-1.8358543,-0.4390337,-14,-14,HF
-3.2699933,-14,4.5876827,-0.86522967,-14,-0.58321995,1.35451,-6.085959,-2.5790715,3.582333,-0.71625406,-0.86542135,-14,-14,-14,-14,-1.0354695,-14,-14,-14,-14,-2.5735385,2.3631625,-0.5129804,0.018852927,-14,-0.6192008,-14,0.321893,-14,-14,-14,-5.817828,0.3804997,-14,-3.4207275,-4.398919,-2.5167422,-1.1927775,-1.0935287,-4.7471294,-3.0184996,HF
-14,0.7555416,-14,-3.8136332,-14,-14,0.42753753,-14,-2.8039079,-14,-1.4590951,-1.3382704,-14,-14,-14,-14,-14,-14,-2.3042703,-14,-14,-14,-14,-3.1922789,-3.5982018,-14,-14,-4.376357,-14,-14,-14,-14,-5.0182405,-14,-4.10305,-3.1764915,-14,-2.6622095,-14,-14,-14,-14,HF
-14,-14,-14,-1.0857114,-14,-2.1589012,-1.4177316,2.167649,-2.9571645,2.1784458,0.83166915,-0.99840736,-14,-14,-14,-14,-0.04887328,-14,-14,-14,-14,-14,2.528257,-3.4552212,-0.75804263,-4.0515027,-14,-14,-2.291103,-14,-3.1705956,-14,-5.30873,-1.4669211,-14,-4.937768,-14,-14,-1.0009283,2.3890052,-6.3482504,-14,HF
-1.7727808,-14,3.6549199,-0.42968422,-1.1714756,-1.3712428,2.196412,-3.469398,-1.6453238,2.955725,0.2900093,-0.01664802,-14,-14,-1.5441017,-3.3576791,-2.5135255,-14,-14,-14,-14,-14,1.5861535,-0.64276576,-2.5195205,-3.5564432,-3.0550733,-14,0.3928373,-14,-14,-6.4107194,-3.4831119,-0.97135335,-4.103104,-0.689852,-14,-14,-3.1997275,0.7200064,-7.4130473,-14,HF
-1.522229,-14,2.85791,-0.22494707,-3.2441661,-0.8642111,1.211229,-0.839025,-2.779095,3.609387,-0.6013218,-2.2999513,-14,-14,-14,-14,-1.2817228,-14,-2.333996,-14,-14,-4.8841434,1.6130106,-3.0285516,-1.3895518,-6.081982,-0.33073243,-14,-0.8395592,-14,-3.284111,-14,-4.4577827,-0.73823744,-14,-4.2938128,-14,-2.586839,-1.7593925,0.44871253,-6.2606525,-14,HF
-14,-14,0.6238312,-0.8975721,-2.5676796,-5.1286416,0.8115813,1.092691,-0.510151,2.7835882,1.0589435,-3.5448902,-14,-14,-14,-14,-1.2053404,-14,-14,-14,-14,-14,2.0849485,-4.388283,-0.6136458,-14,-0.8030964,-14,-1.3961121,-14,-2.123228,-14,-4.919328,-3.0082433,-2.9476233,-14,-14,-1.2103885,-0.86698526,0.8330654,-6.227779,-14,HF
-3.273718,-14,4.102395,0.8386334,-1.8121415,-0.26667488,1.6260207,-0.34346458,-1.6606069,3.5578136,-0.23241729,-0.86609805,-14,-14,-2.5728824,-14,-14,-14,-14,-14,-14,-4.0694976,2.1375566,-0.59045213,-1.6701076,-14,-2.513679,-14,0.057303715,-14,-14,-14,-5.134632,-1.6930816,-14,-4.5880585,-3.7567317,-2.198454,-0.45366105,1.2349923,-6.275809,-14,HF
-14,0.05914568,-14,-4.4528484,-14,-5.4858336,0.12579718,-14,-3.0679834,-14,-2.7203767,-0.28909907,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-3.1417494,-3.953922,-14,-14,-14,-1.9376366,-6.324789,-14,-14,-8.453746,-14,-14,-3.291154,-14,-14,-14,-14,-14,-14,HF
-1.4124451,-14,2.0266318,0.24827693,-1.8543824,-0.016226877,1.4385183,-1.9021336,-1.8784975,3.4847767,0.04782177,-1.3395355,-14,-14,-14,-14,-1.8562391,-14,-2.7839515,-14,-14,-3.0775003,2.1682956,-1.7339408,-14,-4.5699883,-0.45744386,-14,-0.036916677,-14,-14,-14,-4.1129117,-0.042855196,-14,-5.552164,-14,-1.7691638,-1.6102331,0.26406258,-4.265933,-5.015158,HF
-5.087189,-14,3.30181,0.07953423,-2.4478006,-0.4394986,1.2279123,-1.7981766,-2.3744912,3.2124782,0.08602629,-2.3492389,-14,-14,-14,-3.7413602,-0.31899062,-14,-14,-14,-14,-3.6472886,1.8959755,-1.6225371,-0.7326899,-14,-1.2408265,-4.544693,-0.45700216,-14,-14,-14,-5.1066003,0.2912777,-14,-14,-14,-2.3849218,-1.7596424,-1.0129573,-4.857082,-14,HF
-3.6844637,-14,4.017731,0.26896694,-4.2759953,-0.27308455,1.6466868,-2.9662042,-3.343506,2.480289,-1.1216025,-3.2818546,-14,-14,-14,-14,-1.2293099,-14,-2.3469176,-14,-14,-2.577223,1.8257422,-0.49814212,-0.54233277,-14,-1.6002897,-2.3103273,-4.069543,-6.799164,-14,-14,-4.6657057,0.27635843,-4.6535378,-3.5793672,-14,-2.6962938,-1.013829,-1.0401369,-7.852545,-14,HF
-14,-14,1.6538101,-0.99200976,-3.2868245,-4.1386952,-0.159679,-2.1141696,-2.0592237,2.7793787,-14,-2.659883,-14,-14,-14,-14,0.6308064,-14,-2.4450276,-14,-14,-4.1748834,1.6219425,-0.039555464,-1.0729345,-14,-1.03179,-14,-14,-14,-14,-14,-7.6752462,-1.4368037,-4.1369305,-14,-14,-2.5364947,-1.6875368,0.31538072,-7.424809,-2.5391934,HF
-2.47794,-14,4.1373973,-0.3501595,-2.5409348,-1.3559152,1.0578642,-4.9619613,-1.4108939,4.078312,-0.31374672,-2.455514,-14,-14,-14,-3.9039319,-2.7188475,-14,-3.6702554,-14,-5.1307516,-3.6637235,1.0969951,-1.5050402,-1.7389168,-5.8199162,-0.74080545,-3.2440634,-1.4455252,-14,-14,-14,-4.2963667,-0.2933015,-14,-2.2277462,-2.1310022,-2.0087812,-1.6838924,-0.5842198,-8.622037,-14,HF
-1.9748206,-14,3.5856593,1.1004725,-3.4748912,-1.5193517,0.6818446,-1.1314496,-3.6637757,3.7185342,0.32298118,-4.240175,-14,-14,-14,-3.309286,-1.1833977,-14,-14,-14,-4.805469,-2.7068532,1.5849359,-0.13354042,-0.41941935,-4.7341084,-0.7844735,-2.462782,-1.7257738,-14,-14,-5.281817,-4.296303,0.134573,-14,-3.5012763,-1.8364875,-2.1112645,-2.1467462,0.002647603,-6.7675376,-14,HF
-3.564771,-14,2.606743,-0.43653592,-3.045427,-2.7918253,1.8757973,-0.24324526,-1.3084619,3.268649,-1.4328129,-1.0438055,-14,-14,-14,-3.3683124,-14,-14,-2.3455946,-14,-14,-2.3279731,1.8550332,-1.8902754,-0.15412644,-3.7327929,-1.1478566,-14,-1.8850025,-14,-14,-14,-4.393323,-0.5180522,-14,-3.7877886,-4.6879063,-1.5404763,-1.1018478,1.1617569,-7.754299,-14,HF
-14,0.5450267,-14,-5.180177,-14,-14,0.8416386,-14,-4.257393,-2.7434723,-2.1425707,-0.62776834,-14,-14,-14,-14,-14,-14,-14,-14,-14,-4.7173243,-14,-4.6632767,-1.9473269,-14,-14,-14,-4.7934175,-5.8392015,-14,-14,-14,-14,-14,-5.2810755,-14,-4.1838593,-14,-14,-14,-14,HF
-4.3327665,-14,1.0467972,-1.3102356,-3.5474591,-2.8014052,1.9895835,-1.7132106,-1.5726166,2.9214563,-0.3883134,-2.7945666,-14,-14,-14,-14,-2.0426457,-14,-1.7298152,-14,-14,-5.518746,0.9143323,-1.9341638,-2.3312464,-5.070227,-1.9797374,-3.6742759,-0.5537942,-14,-14,-14,-4.6547956,-1.5288974,-14,-14,-14,-3.6542902,-1.5561703,0.33997828,-5.37649,-4.1966677,HF
-3.2336853,-14,0.4975308,-1.5271784,-1.6764606,-1.1392696,1.3571612,-3.3545365,-2.392925,3.2881615,0.6428891,-1.4157995,-5.5296717,-14,-3.8574717,-14,-2.8523083,-14,-2.064891,-14,-4.568562,-2.6758463,0.512054,-1.4484134,-3.2920656,-14,-0.2581372,-14,-3.5327113,-14,-3.1652915,-4.9046793,-6.3229885,-1.8176347,-14,-0.15489833,-14,-5.3683763,-2.3658347,0.691823,-6.1449814,-4.7742815,HF
-2.2463026,-14,2.8943064,-0.090879336,-1.859102,-0.000439897,2.444428,-2.3441987,-2.4278996,3.8966362,-0.011247867,-0.5274302,-14,-14,-14,-14,-2.8072698,-14,-1.9753106,-14,-4.6746564,-2.9771357,1.9734,-1.4834317,-0.16083556,-8.8000965,0.529304,-14,-0.15422705,-4.433672,-3.7200513,-14,-3.8737302,-0.3954338,-14,-4.575812,-14,-2.9079168,-0.656882,1.0794529,-14,-4.53669,HF
-3.671091,-14,2.9241354,-0.37060124,-1.3128793,-0.9824951,2.1671898,-2.508966,-2.707844,3.409693,0.49758673,-0.14506328,-14,-14,-3.7473626,-14,-3.8001773,-14,-3.9265292,-14,-14,-4.7583184,1.0019089,-0.5023068,-1.1882652,-4.670804,0.31481797,-3.889744,-1.3656089,-14,-14,-14,-7.125058,-0.8964622,-14,-0.12037605,-4.070339,-14,-1.6418185,0.13941967,-8.342014,-14,HF
-4.606581,-14,2.1256618,0.02881446,-5.097174,-1.4161663,1.7253348,0.21995915,-2.5452023,4.0974236,-1.3550593,-1.0757389,-14,-14,-14,-3.5851166,-1.1155114,-14,-3.0776093,-14,-3.361706,-14,1.1284305,-1.6531087,-2.6022484,-5.3683543,-0.22947906,-14,-2.5067103,-14,-2.8911555,-14,-6.041065,-0.03507935,-4.401351,-1.6822447,-4.235477,-1.1485587,-1.3149874,1.3675865,-6.937817,-6.2853956,HF
-14,-14,2.4131985,-0.37597206,-3.9597151,-1.8164179,1.349499,0.3335955,-2.302298,4.0223975,-0.00902699,-2.3469086,-14,-14,-14,-14,-1.3979024,-14,-14,-14,-14,-3.4406302,2.068874,-2.3099523,-1.5161797,-14,-2.8271384,-14,-2.9257784,-14,-14,-14,-5.1576595,-0.08107949,-2.4013028,-3.637207,-14,-1.4536713,-1.2638634,1.2347932,-14,-14,HF
-14,0.2200417,-14,-4.2111993,-14,-14,0.35008648,-14,-2.9984121,-14,-1.6992296,0.88178617,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-4.005873,-2.942901,-14,-14,-3.8411193,-3.9094913,-14,-3.7553263,-14,-6.57277,-14,-14,-3.5417726,-14,-1.4450115,-14,-14,-14,-14,HF
-14,-14,-14,-2.2611592,-14,-14,0.6178457,-0.42950732,-2.975151,-14,0.8238789,-1.516486,-14,-14,-2.5146997,-14,-2.294034,-14,-14,-14,-14,-14,1.625616,-14,0.109182775,-14,-14,-14,-14,-14,-14,-14,-6.49739,-14,-14,-3.553284,-14,-14,-14,-5.0463505,-14,-14,HF
-2.7995095,-14,-14,0.17578706,-3.976874,-14,0.33877388,0.89705205,-1.4344897,3.6299753,1.1160669,0.32660732,-14,-14,-14,-14,-2.0211,-14,-3.213943,-14,-14,-3.9309354,1.8142271,-4.953547,-1.1005636,-3.6987412,-1.5955807,-14,-0.65267944,-14,-14,-14,-4.468215,-3.8869362,-14,-4.6328487,-14,-3.4772701,-1.3443311,1.4969398,-4.848911,-14,HF
-2.635848,-14,2.4976535,-0.77877504,-1.6834525,-0.92179275,0.9991391,-1.1500511,-3.0666075,2.962631,-0.60093075,-2.969575,-14,-5.811169,-14,-14,-1.2629822,-14,-2.9393237,-14,-5.2526836,-4.1011376,1.8333732,-1.0843418,-0.9051445,-5.147373,-0.2994737,-14,-1.5992588,-14,-4.6976867,-14,-4.2975507,-2.412508,-14,-2.8770957,-14,-3.598694,-1.1221279,0.7001465,-6.3414183,-2.641096,HF
-4.9015923,-14,3.7387068,-0.5483608,-4.1359982,-0.950562,0.58705515,-2.4736264,-2.2087893,2.7896743,-1.7972096,-2.0904975,-14,-6.2860427,-14,-3.8620138,-14,-14,-1.8081474,-14,-14,-3.1869736,1.3320596,-2.1656322,-2.6019833,-5.051516,-0.50254995,-14,-3.0098808,-14,-14,-14,-4.1952534,-0.9247447,-14,-3.3599014,-3.7293987,-3.219621,-0.24525419,-0.9234689,-14,-5.5896106,HF
-3.7570903,-14,0.13589935,-0.52765703,-2.2157004,-1.5739373,-0.17975612,0.8009639,-1.6989677,2.6141193,0.63193434,-1.5297503,-14,-14,-14,-14,-1.5836563,-14,-3.1874018,-14,-14,-14,2.0253377,-5.380578,-3.0569093,-14,-14,-14,-0.4246837,-14,-14,-14,-4.146284,-1.6905576,-14,-14,-14,-14,-2.6150227,0.11713814,-5.5774364,-14,HF
-5.1592407,-14,2.9681113,-0.53502905,-3.1978881,-0.7654293,1.1748753,-2.4424126,-2.6100562,3.8163218,1.294451,-1.0009472,-14,-14,-14,-14,-2.6742737,-14,-2.3452728,-14,-4.86507,-14,2.0966978,-1.8230193,0.113823555,-14,-0.8070071,-3.692498,-0.078925796,-14,-2.514672,-14,-4.9968605,-0.8536173,-14,-3.6386073,-14,-1.7779734,-2.4810991,-0.4967239,-4.042317,-14,HF
-14,0.7496579,-14,-3.8743336,-14,-14,-1.1066362,-14,-14,-3.4874651,-0.65050983,2.567934,-14,-14,-14,-14,-14,-14,-3.9374928,-14,-14,-14,-14,-4.3924823,-2.9449177,-14,-14,-3.8478663,-2.7404704,-14,-4.008097,-14,-7.10285,-4.9210353,-14,-3.564398,-14,-14,-14,-14,-14,-3.877308,HF
-1.7888172,-14,0.7818725,-1.0188748,-2.7934437,-1.1368058,1.3957628,0.24880488,-1.3279501,3.2872727,-0.70409596,-0.5471741,-14,-14,-3.2511878,-14,-0.19717163,-14,-14,-14,-14,-14,1.7642416,-0.90183747,-0.8309264,-3.6273193,-0.1917587,-3.1929522,-0.7110351,-14,-3.3273292,-14,-5.3576827,-0.33558163,-14,-4.5834208,-4.3462605,-14,-2.5082483,0.26468217,-14,-14,HF
-2.5507717,-14,3.362834,0.47550836,-0.8249487,-0.18041116,1.741942,-2.5784087,-1.3141857,4.1142745,0.36216632,0.07878439,-14,-5.3921013,-3.6120713,-3.372196,-1.7430356,-14,-1.5839086,-14,-2.9851186,-14,1.3922173,-1.01186,-1.4882132,-4.778338,-0.83956796,-14,-2.1595705,-14,-14,-3.8077266,-14,-0.55904293,-14,-3.375961,-4.0909615,-14,-1.9805858,0.59984064,-7.5786085,-3.6930244,HF
-4.692828,-14,3.4795473,0.46274439,-3.0617614,-1.532507,1.7939564,-0.09414523,-2.0243351,4.2688828,0.083609626,-3.8558896,-14,-14,-8.219597,-14,-0.215073,-14,-3.7533374,-14,-4.268562,-4.1169868,2.2206626,0.13702293,-1.4160873,-5.081637,0.76489323,-0.48634666,0.83249015,-14,-14,-14,-5.9357142,-0.13879234,-2.5805335,-2.3692656,-2.002731,-1.9922252,-1.5902861,0.62066036,-5.5844626,-3.8567564,HF
-3.9737463,-14,3.1746645,0.43482974,-4.6482196,-0.67883784,1.7096967,-1.7017384,-2.1003788,3.871751,-14,-14,-14,-14,-14,-14,-1.2957468,-14,-2.452113,-14,-14,-4.496732,1.8321677,-0.9693574,-0.9144692,-14,-0.2908174,-14,-0.8334921,-14,-14,-14,-3.9012728,0.6764587,-14,-3.7150636,-14,-2.5868838,-2.0398493,-0.57014465,-6.2562666,-14,HF
-2.022619,-14,4.2202525,0.55169207,-2.7654693,-1.2834469,1.9193565,-2.089836,-2.7152383,2.9078596,-0.36253786,-1.4237903,-14,-14,-2.952741,-14,-1.4960208,-14,-14,-14,-3.4177418,-4.1019444,2.3655975,-1.2992153,-1.9568614,-4.7350817,-0.71000755,-14,0.15308996,-14,-14,-14,-4.087882,0.2908066,-14,-3.7746854,-2.9732115,-2.054944,-1.1372193,-0.6393684,-4.5140743,-4.11682,HF
-2.3818567,-14,3.3972895,0.3537955,-1.0842489,-1.1410168,1.045992,-1.7896205,-1.7941878,3.3652904,-1.1790842,-2.1563582,-14,-14,-14,-14,-14,-14,-14,-14,-14,-3.5150707,1.6946557,-1.4687446,-1.0176104,-4.7836347,-0.37866,-14,-0.8909848,-14,-14,-4.223432,-4.1796303,0.03873143,-3.2575889,-5.7750297,-5.142906,-0.8784824,-1.5192056,-1.1188458,-5.23186,-14,HF
-4.131628,-14,3.525368,-0.30545133,-3.8580883,-0.6728437,1.3556975,-2.0248444,-3.5936944,3.5866153,-2.6096675,-1.3988515,-14,-14,-14,-3.718651,-2.2782793,-14,-1.9460076,-14,-14,-3.8667696,1.7940081,-0.6420149,-1.7609968,-5.864131,0.30474484,-14,-0.5201696,-6.2247014,-14,-6.1152616,-4.801412,0.16985217,-14,-4.9091864,-4.275776,-3.2443743,-1.9973226,-1.2916285,-7.20911,-14,HF
-3.6508965,-5.244436,2.1544046,-0.14875801,-1.9776078,-0.5764965,1.443446,0.088080436,-1.3317878,3.6284122,-0.078298435,-1.5432928,-14,-14,-14,-14,0.20518105,-14,-2.4811344,-14,-14,-14,1.8472171,-1.8908062,-0.69350326,-4.3253255,-2.349678,-14,-0.08086069,-14,-14,-14,-6.2333922,-1.6346918,-14,-4.1601324,-14,-3.7189453,-1.0335501,1.1987138,-4.537613,-3.3394032,HF
